plate_dr12q,mjd_dr12q,fiberid_dr12q,ra_dr12q,dec_dr12q,plate_dr16q,mjd_dr16q,fiberid_dr16q,ra_dr16q,dec_dr16q,separation
3674,55182,508,115.75902016056827,42.437335925368046,8290,57364,796,115.75902016340909,42.43733592474593,7.872926265635958E-6
4456,55537,994,115.91448601413354,27.846749934766752,10286,58084,304,115.91448601948815,27.846749933216234,1.79350813211615E-5
3670,55480,639,116.03526436953551,38.93895493488234,9369,58054,55,116.03526437416198,38.93895493390501,1.342407347808769E-5
3670,55480,618,116.0551631708694,39.72851389937581,9369,58054,977,116.05516317763136,39.72851389779632,1.956618307059321E-5
4448,55538,792,116.12123107099013,31.29089724346053,10291,58101,525,116.12123107216708,31.29089724364448,3.680717253146995E-6
4452,55536,194,117.04293028799201,28.38365544481703,10287,58101,499,117.04293028636349,28.383655445262285,5.4012176805544235E-6
3676,55186,602,117.10463410627348,44.396297561862795,8276,57067,728,117.10463412611993,44.39629756278985,5.115930948602941E-5
4485,55836,816,117.26096623507118,20.24961644961354,11082,58508,32,117.26096624890002,20.249616442926794,5.2545306464966454E-5
3673,55178,862,117.29560599623417,47.82899358787743,8303,57805,398,117.29560601070972,47.82899359159912,3.746289874992292E-5
3791,55501,738,117.39560052388583,36.03123679385643,9354,57806,652,117.39560053216681,36.03123679393935,2.4110290746324665E-5
3674,55182,776,117.4059866711664,42.10354261019681,8290,57364,990,117.40598669014213,42.1035426113542,5.0854445449881386E-5
3673,55178,128,117.62950893493705,45.49738005830629,8305,57749,350,117.62950895247553,45.497380059943474,4.464720519749727E-5
3681,55243,486,117.84583476748278,46.969523907331514,8303,57805,332,117.84583476611856,46.969523907125335,3.4325703976519977E-6
4453,55535,583,118.25513880633623,29.55104469870695,10291,58101,49,118.25513880667066,29.55104469862829,1.0849012768223008E-6
4465,55858,522,118.5027587625222,25.14744233997533,11114,58437,423,118.50275876575901,25.14744234160175,1.2064159628227877E-5
3677,55205,758,118.5709292539161,50.71559735116564,8308,57417,806,118.57092924915688,50.71559735060018,1.103759214725977E-5
3753,55486,148,118.92918067894938,31.263215145347303,10291,58101,982,118.92918067980617,31.26321514517591,2.7077200690425573E-6
3683,55178,698,119.98364326627565,43.1487459048227,8277,57073,335,119.9836432718337,43.14874590460712,1.461880122829144E-5
4471,55617,289,120.09936608567396,21.569140284533653,11119,58485,468,120.09936608840036,21.569140283040184,1.0593488050133515E-5
4482,55617,920,120.28160713906587,21.34805150487286,11119,58485,457,120.28160713759102,21.348051505663616,5.706030725864624E-6
3801,55509,980,121.45380798958777,36.95686833020007,9359,58056,489,121.45380798371438,36.95686832997393,1.6915688811020964E-5
3757,55508,654,121.54155328912401,34.905200561181275,9355,57814,731,121.54155328685304,34.90520056124484,6.7086155893450416E-6
3803,55513,918,122.7059073612171,41.5596869004131,8292,57373,114,122.70590736930754,41.559686900696875,2.181758855168493E-5
4481,55630,883,122.77166546296823,21.860095398674517,11109,58523,684,122.77166545822497,21.860095395473074,1.9595547514237434E-5
3759,55236,464,123.11140382473016,34.552411938960454,9358,57749,489,123.11140382300704,34.55241193899735,5.1107646668939185E-6
4457,55858,330,123.46406273541282,26.9141475216691,11121,58438,925,123.46406273594488,26.91414752149968,1.8135343084885606E-6
3803,55513,990,123.4736977857598,40.776010274933924,8292,57373,59,123.47369779591584,40.77601027690038,2.8577788561667178E-5
4486,55588,664,123.53655448060078,20.68316732813765,11109,58523,174,123.53655448395914,20.683167329763492,1.2735526825961366E-5
3688,55273,810,123.54901698446321,49.92869565300122,7317,56992,998,123.54901699304544,49.9286956498538,2.28901866975513E-5
4447,55542,702,123.62295409981718,31.5089248978205,10662,58158,599,123.62295410711168,31.508924896444107,2.2930171043597802E-5
4468,55894,598,124.33465090347975,24.58865375247462,11118,58522,903,124.33465090863103,24.58865375032031,1.8560895734912396E-5
4446,55589,430,124.79151531999625,31.719695798067512,10662,58158,792,124.79151531761107,31.719695797709036,7.417214534669099E-6
3759,55236,114,125.2414564015254,34.74879360697144,9358,57749,143,125.24145639569443,34.7487936068665,1.725192193149332E-5
3760,55268,700,125.37674528974274,37.61144533094949,8857,57449,646,125.37674528979585,37.61144533094115,1.5438966036810073E-7
4455,55539,524,125.57264629515684,28.54655590750782,10657,58157,737,125.57264628961002,28.54655590898112,1.832534152773193E-5
6381,56353,575,125.94008821135255,44.27558962768706,8279,57063,688,125.9400882116209,44.2755896262267,5.302622637413646E-6
4450,55540,94,126.13067359451068,28.905761384012102,10657,58157,849,126.13067359596205,28.905761383643508,4.762595942663288E-6
3762,55507,562,126.27029768700223,36.03567717839978,8857,57449,170,126.27029768351733,36.03567717787146,1.0321849293305162E-5
5151,56567,182,126.29907797841427,55.13478881312039,7375,56981,162,126.29907797416813,55.134788811947836,9.704466331068972E-6
4455,55539,302,126.59647240738514,27.29283172595341,10657,58157,86,126.59647240541815,27.292831726591107,6.698503891465973E-6
5159,55856,308,126.69040303082119,44.766530943408405,8279,57063,790,126.69040303150197,44.76653093966642,1.3583058195598224E-5
3807,55511,986,126.84637949936095,43.2141089543621,8279,57063,220,126.84637952132056,43.21410895566195,5.780466614361938E-5
3762,55507,304,126.86581559662322,35.4012470625152,10235,58127,670,126.86581559321988,35.4012470630334,1.015957363869165E-5
3696,55277,296,127.34935381252498,47.71427651292147,7318,56990,47,127.3493538304527,47.71427651074959,4.412247914200448E-5
4478,55600,882,127.69667380793206,22.26600108955075,9601,58083,322,127.69667381908167,22.26600109451788,4.1225685087275225E-5
3764,55514,429,127.97188523113306,39.78446692625428,8827,57444,888,127.97188523837056,39.7844669245174,2.0975832389931042E-5
5156,55925,377,128.05034042197818,53.37511632407956,7302,57012,623,128.0503404493847,53.37511632697957,5.9778692220886456E-5
5153,56577,432,128.4102986479303,56.11170075768833,7375,56981,31,128.41029865193744,56.11170075879009,8.96820009650101E-6
7374,56751,710,128.6146386431555,56.86141895399612,8169,57071,129,128.6147629147395,56.8613335676234,0.39281284090004104
3695,55212,948,128.70855452832825,52.616681561030695,7302,57012,772,128.7085545309606,52.6166815598828,7.083832353783198E-6
4683,55924,665,128.71283514301223,44.60554055662292,8280,57061,633,128.71283513784294,44.60554055934219,1.6473371155017205E-5
4484,55565,764,128.95788699108343,20.960905562282335,9566,58083,923,128.95788700150933,20.960905567381236,3.9565281949829144E-5
4484,55565,157,129.49516189986628,20.248711771262645,9566,58083,13,129.4951619027877,20.248711767395026,1.7065204235172895E-5
5157,55923,432,130.0217292350664,51.936554660757466,7302,57012,106,130.02172923803775,51.93655465911577,8.855674742712349E-6
3765,55508,318,130.51944900634982,38.35790249006974,8828,57445,209,130.51944899058464,38.357902490044864,4.450419769231005E-5
4454,55536,44,130.5594333758607,27.049710431145655,9611,58136,87,130.5594333843332,27.049710428499242,2.8786831527412036E-5
5180,55947,406,130.66321961374965,24.505770549856436,11115,58514,614,130.66321962189923,24.505770553395337,2.957982399296634E-5
5180,55947,284,131.36956069652592,24.71978558502899,11115,58514,728,131.36956070329225,24.71978558764906,2.4053207759988265E-5
5185,55978,298,131.38593796862517,30.822340656051967,10665,58456,700,131.3859379692368,30.822340655940557,1.9329540298827654E-6
5183,55976,782,131.41654363892445,30.94498331804112,10433,58132,545,131.41654365396366,30.944983315368503,4.742111700291913E-5
5183,55976,856,131.48245063839926,29.786492253253336,10431,58137,404,131.4824506454417,29.786492251532863,2.285834019547512E-5
4609,56251,332,131.70737104566183,35.780044371414796,10239,58142,556,131.70737104748747,35.780044372150215,5.953016264891293E-6
5183,55976,160,131.7492812275703,29.495017144271806,10660,58466,548,131.7492812385546,29.495017141739105,3.5605824411623145E-5
5154,55864,648,131.7764651916935,55.51923872162582,7276,57061,750,131.77646519163847,55.519238721651405,1.4513679197282456E-7
5176,56221,242,131.8812825134195,17.728413564802125,9557,58138,487,131.8812825136402,17.72841356500123,1.0423678507172398E-6
5154,55864,274,132.18382542999854,54.42877967482162,7276,57061,300,132.1838254367109,54.42877967160284,1.8217238807543058E-5
5176,56221,122,132.26189845961323,18.10021270369942,9557,58138,458,132.26189846171167,18.100212701700876,1.0164853144198462E-5
5148,56220,140,132.39145459296145,57.96038741159499,8193,57333,93,132.3914546154769,57.96038741776251,4.8394364761877486E-5
5286,56225,10,132.4535648576413,16.55517257739851,11087,58488,463,132.45356485684363,16.555172576609937,3.954237878429861E-6
5292,55926,578,132.61360013231473,17.126533784692857,9557,58098,363,132.61360013542463,17.12653378764724,1.5086216094678177E-5
5176,56221,102,132.64250223703334,18.732911586961208,11090,58487,99,132.64250223981816,18.73291158439532,1.324638460010073E-5
5185,55978,19,132.78702532718916,30.674794687804592,10666,58440,472,132.78702532409136,30.674794688391916,9.821873759528402E-6
5182,56341,674,133.6494059842033,29.916203064011373,10666,58440,380,133.64940598781652,29.916203063148924,1.1694083545761773E-5
5181,56298,10,133.65844009482566,27.006605925455005,11122,58437,963,133.6584400982861,27.00660592676102,1.2053901069803344E-5
5182,56341,352,133.69354540061747,28.87771681168915,9610,58137,942,133.6935454000832,28.87771681150726,1.80705407174624E-6
5175,55955,318,133.84314292221583,19.07625652151779,9557,58138,880,133.84314292745188,19.076256516836374,2.4523237653815344E-5
4684,56226,36,134.0556867314164,43.465597252751884,8281,57042,76,134.05568672781945,43.46559725018678,1.3175715347015445E-5
5773,56009,460,134.23850347917735,21.19545517264697,9564,57817,749,134.23850348107717,21.19545517567995,1.2644377863668877E-5
5773,56009,562,134.31682058293416,21.552897737693907,9592,58083,330,134.31682058489082,21.55289774061454,1.2388342139839943E-5
5182,56341,847,134.40492547808196,29.692359178632184,10437,58135,307,134.40492547865028,29.692359178492328,1.847271539143022E-6
4605,55971,478,134.41947307662545,39.794753502676514,8830,57447,504,134.41947307908262,39.794753502750424,6.801814390501503E-6
5773,56009,698,134.71837215675632,21.72101737715147,9592,58083,251,134.71837215871807,21.721017380038422,1.229062114716251E-5
4607,56248,994,134.77988140096727,40.05470593468341,8830,57447,559,134.77988141264,40.0547059350773,3.219604453752942E-5
5184,56352,804,134.83946020024814,31.876426360945512,10666,58440,868,134.83946019909268,31.87642636111683,3.585763458789835E-6
5182,56341,108,134.94867600893264,28.88391882192352,10661,58171,688,134.948676012553,28.88391882099514,1.1891295644542827E-5
5184,56352,74,135.58733988836497,31.310619706255956,10667,58163,566,135.5873398877127,31.310619706154622,2.03915839194161E-6
5776,56010,782,135.90803145093912,24.809761657810117,9598,58085,811,135.90803145711823,24.809761660318507,2.2119002250446858E-5
5776,56010,782,135.90803145093912,24.809761657810117,11126,58436,1,135.90803145711823,24.809761660318507,2.2119002250446858E-5
5780,56274,910,136.2177548395546,28.00005055338034,11344,58438,486,136.21775483488733,28.000050552024145,1.5618167649761243E-5
5297,55913,78,136.67593396799788,17.160718044722703,9550,57787,648,136.67593396020985,17.16071803900525,3.378297314353709E-5
5732,56326,282,136.815365972496,50.13243820404962,7305,56991,598,136.81536598458666,50.132438209306706,3.371411904494725E-5
5769,56246,810,136.83487081446634,19.852052030734708,9563,58070,172,136.83487081636832,19.85205202912665,8.659598980018128E-6
5811,56334,505,136.93106281468351,34.12494344935897,10241,58157,112,136.9310628094275,34.12494344940887,1.5664732011636915E-5
5729,56598,428,136.95664679396967,52.446040657362104,7289,57039,434,136.95664678577398,52.44604065665433,1.8162812331462266E-5
5723,56597,352,137.1459607180869,56.79863880379382,7278,57041,228,137.14596072227312,56.7986388010654,1.2828801159133619E-5
5811,56334,432,137.44998372436956,33.40969813963835,10240,58158,852,137.44998372514974,33.40969813961804,2.345663987109368E-6
5769,56246,974,137.60917906711157,19.612224018082053,9555,57814,675,137.60917906280199,19.6122240138653,2.107184470143435E-5
5723,56597,284,137.6129878359834,55.9942006946926,8196,57346,491,137.61298784563553,55.994200688182396,3.044576406649436E-5
4645,55623,98,137.6246234601269,35.03323067656006,10241,58157,74,137.62462346411507,35.03323067671741,1.1769738102794125E-5
4687,56369,438,137.75666232158588,44.272000706311964,8282,57041,992,137.75666232286687,44.27200070674719,3.6549428239105227E-6
5775,56009,318,138.1273292299133,23.379583642365105,9591,58084,881,138.12732922856205,23.379583643694026,6.544074325467019E-6
4603,55999,914,138.1728540679261,43.04738525974978,8283,57064,416,138.1728540695933,43.04738525870733,5.772543592465835E-6
5730,56607,502,138.1994854920697,51.16778883809659,7296,57046,614,138.19948548963606,51.16778883740067,6.037872877569454E-6
5301,55987,866,138.30163646135162,18.32555621649932,9555,57814,182,138.3016364693492,18.325556211342946,3.303902194617622E-5
4603,55999,18,138.70592250042796,41.266251576082716,8298,57390,493,138.70592249828388,41.266251577343766,7.366809552123195E-6
4687,56369,274,138.74471046863417,44.1345032337076,8283,57064,730,138.74471047103904,44.13450323450615,6.846397239519947E-6
5808,56325,485,138.802226568586,30.837495145048727,11375,58426,798,138.8022265831225,30.83749514212319,4.615077626300884E-5
5768,56017,730,138.91569622519108,19.771910987690575,9555,57814,913,138.9156962201938,19.771910983751887,2.2083137376051383E-5
5808,56325,532,139.06160971823135,32.01796628308329,10443,58155,723,139.06160971255002,32.01796628391862,1.760037087303721E-5
5811,56334,940,139.25445141607315,33.91091730433808,10243,58159,182,139.25445142510722,33.91091730410666,2.7003606310321874E-5
4639,55944,452,139.41652615828593,41.809351996525585,8298,57390,529,139.41652616111605,41.809351994779085,9.859088394291276E-6
5729,56598,62,139.43665030256795,52.43427037308785,7289,57039,146,139.4366502924197,52.434270370008505,2.4879770080663886E-5
5771,56011,708,139.7002645272783,22.888068553865743,9590,57813,691,139.70026453581175,22.88806854990601,3.1688922422848525E-5
5804,56304,154,139.86015002455713,29.797565455405056,10444,58143,116,139.86015001806095,29.797565456910718,2.100563151697357E-5
5810,56358,579,140.06665821555188,34.0920894110577,10243,58159,82,140.06665821120305,34.09208941114748,1.2969194787516995E-5
5804,56304,102,140.11837319059637,29.79923029722941,10440,58138,497,140.11837319041123,29.79923029727216,5.985539253968337E-7
5729,56598,983,140.16658282296,53.520044100626706,7285,56991,255,140.16658281431523,53.52004409988385,1.869509911482537E-5
5730,56607,221,140.3823700689597,50.51087931083084,7296,57046,72,140.3823700680767,50.510879311565766,3.3295774135071893E-6
5810,56358,406,140.52392477393983,33.553555202795515,10242,58161,848,140.52392477540832,33.553555202751475,4.4085437837965256E-6
7445,56720,624,140.54555187987256,58.586931986061984,8195,57391,536,140.54563984052172,58.58685374202023,0.32646942393340334
5810,56358,308,140.90599981179548,32.53738475357512,10242,58161,91,140.90599981374714,32.537384753726606,5.948251328918741E-6
5731,56363,594,141.02636905224315,50.00916009913842,7296,57046,51,141.02636903610352,50.00916009619794,3.881206557081579E-5
5725,56625,856,141.0282639340311,55.358749207082504,8196,57346,133,141.02826390931546,55.35874919835219,5.9547096856380756E-5
5808,56325,932,141.1243734677868,31.971792590329454,11376,58430,746,141.12437346659863,31.971792590183473,3.666375934558028E-6
4639,55944,846,141.26063557727664,43.220004876940784,8284,57419,382,141.26063557211137,43.22000488055851,1.8794725009331708E-5
5803,56272,346,141.5632483670231,29.065060882643046,11346,58429,579,141.56324837663112,29.065060885065062,3.146527216577392E-5
5803,56272,702,141.6439406324627,30.996112422648295,11376,58430,878,141.6439406247165,30.99611242416579,2.452052342078755E-5
5712,56602,38,141.70546744651992,59.605969114775846,8198,57374,944,141.70546745596067,59.605969111658595,2.053329154239606E-5
5774,56002,142,141.84845542156285,22.946651199763057,9589,57813,616,141.84845542552398,22.946651197142913,1.616821169882718E-5
5312,56001,457,141.87094274009797,16.290782089083756,9548,57785,153,141.87094274191296,16.29078209238642,1.3442324996805432E-5
4576,55592,282,142.12824270823367,34.99754110008719,10244,58225,274,142.12824270389348,34.99754110043496,1.2860446000797518E-5
5767,56245,140,142.206946273592,18.663109991725566,9553,57801,727,142.20694627208147,18.663109992674382,6.181437470059515E-6
4576,55592,292,142.23222635646175,35.352164267316525,10244,58225,771,142.23222635334747,35.35216426733902,9.144558861346314E-6
5766,56248,552,142.89296136750087,19.4394795175157,9560,57805,367,142.89296136844985,19.439479513305695,1.5494622153200433E-5
5805,56336,576,142.93988850696505,33.90827610604188,10227,58224,794,142.93988850128494,33.908276106148534,1.697512861953082E-5
4640,55927,164,142.9417532660031,39.263350071828505,8832,57445,198,142.94175326231482,39.26335006984686,1.2513055549863714E-5
5716,56684,360,143.20328411663212,59.346819957816614,8195,57391,716,143.2032841202332,59.34681995510149,1.1799406422526398E-5
4574,55621,720,143.51797955080295,39.27904008108282,8832,57445,71,143.5179795413688,39.279040080651484,2.633560576943978E-5
5312,56001,957,143.73663818943143,17.839813914991904,9553,57801,5,143.73663818942342,17.839813915015107,8.792778397557508E-8
4576,55592,37,143.76213333283587,36.252233750912644,8863,57724,334,143.76213332176133,36.25223375120188,3.216761844698467E-5
5796,56274,172,143.83030943771496,26.639770657197193,11704,58514,572,143.83030944068923,26.639770659512447,1.2691322630981622E-5
4638,55956,220,143.86106841522115,42.149467808407586,8299,57346,802,143.86106845923842,42.149467812774084,1.1853025132016531E-4
7448,56739,228,143.86300696813512,50.362414460495806,7291,56992,251,143.86307380705153,50.36233842416472,0.31383181496641294
4640,55927,996,143.9098482890754,40.936731107094175,8299,57346,246,143.90984829093617,40.93673110864122,7.5249953283292315E-6
5791,56255,622,144.22296801220455,26.983383408242496,11704,58514,681,144.22296800939506,26.983383407344274,9.575568086672713E-6
4574,55621,856,144.38973127707823,38.749417083225545,8863,57724,746,144.3897312862598,38.74941708348627,2.5795334925540457E-5
4638,55956,882,144.57913022703585,43.3597952139159,8285,57048,312,144.5791302264542,43.35979521386447,1.533589267447723E-6
5786,56251,620,144.66795890204952,21.78713654175741,9618,58084,305,144.667958901326,21.787136541164003,3.227013025590807E-6
5710,56658,762,144.77325755333993,56.03625877332648,7283,57063,636,144.77325755208858,56.036258773752365,2.9469640328346683E-6
4638,55956,68,144.88977077929042,42.23814909658583,8299,57346,922,144.8897707821321,42.238149099414336,1.2690557091277193E-5
5317,56000,288,144.91651787885948,15.886168953210353,9583,57809,449,144.91651788355884,15.886168956370259,1.985369999781131E-5
5710,56658,786,144.9363765602015,56.34584652497516,8192,57348,932,144.93637655682755,56.345846523835036,7.883832111391695E-6
5791,56255,820,145.04232411772122,25.658059133103517,9629,58133,493,145.04232411989915,25.658059135169403,1.0259610167275133E-5
7448,56739,970,145.38305025887874,51.75499290160826,7291,56992,934,145.383042993078,51.75487364858597,0.42961611498671104
5795,56298,720,145.51713335457637,28.430238726649286,11347,58440,900,145.51713335480375,28.430238726710684,7.529906633991052E-7
5783,56017,562,145.5391845937862,19.740897366027394,9552,57814,912,145.5391845943958,19.74089736350096,9.32678040577896E-6
5710,56658,940,145.78246637401475,55.41431034286202,8192,57348,54,145.78246637904454,55.41431034110079,1.2076636490024914E-5
5806,56310,812,145.82382174971298,32.32694262522343,10228,58223,254,145.82382175133398,32.326942624958185,5.022788278845227E-6
5710,56658,908,145.85945927739672,56.53884298978276,8192,57348,969,145.8594592789923,56.538842989225365,3.7492738091823023E-6
5795,56298,178,146.14817169011764,26.630478237369687,11703,58526,568,146.14817168717713,26.630478236415556,1.006696919135029E-5
4572,55622,680,146.15716715921803,39.08221456869618,8833,57779,197,146.15716715412958,39.08221456807961,1.4391742826577159E-5
5783,56017,274,146.32012612466514,18.910346423071683,9552,57814,18,146.32012613321453,18.910346417801364,3.475279613344955E-5
5715,56657,775,146.4422933414758,57.671863897226935,8194,57401,401,146.44229331523402,57.671863894270366,5.162870593605926E-5
5716,56684,980,146.47115388772724,59.85452928784365,8194,57401,665,146.47115389214918,59.85452928660977,9.145625054597756E-6
5798,56326,705,146.4963670478004,35.11487489505888,10229,58441,38,146.49636704787935,35.11487489504317,2.3928547071384845E-7
5798,56326,779,146.77232012118785,34.251706259528724,10230,58224,487,146.77232011984597,34.25170625950757,3.993734269411175E-6
4572,55622,172,146.8140585473273,37.70534404365364,8852,57449,632,146.81405854294562,37.70534404333612,1.253215158523144E-5
5783,56017,156,147.06038593445265,19.07244331608026,9546,57864,641,147.06038594363076,19.072443310490627,3.714937550536766E-5
5790,56271,704,147.18970482718132,26.823469082272474,11703,58526,722,147.18970482613872,26.823469081448955,4.473043157884328E-6
4570,55623,480,147.600269126324,38.16872790337797,8823,57446,373,147.60026912405777,38.1687279031911,6.449232758591977E-6
5790,56271,232,147.61495373314068,25.714383488914518,11703,58526,206,147.61495373100755,25.714383486778953,1.0342895467544684E-5
5743,56011,688,147.94238737243992,55.70800996874567,8188,57348,673,147.9423873383255,55.70800996604423,6.987368903899395E-5
4570,55623,422,148.06730136319828,37.28584415424867,8852,57449,844,148.06730136092818,37.28584415478793,6.78575327900666E-6
4565,55591,594,148.77759978213564,43.20504042927814,8286,57062,144,148.77759978115267,43.205040428316885,4.316073689692588E-6
5737,56381,604,148.85365551522327,53.89043343448469,8188,57348,252,148.85365552444537,53.8904334287159,2.853253737442701E-5
5800,56279,678,149.096249380253,30.6366957174351,11380,58462,520,149.096249384825,30.636695718299165,1.449931088725621E-5
6459,56273,624,150.171832218075,24.578586757234778,9621,58130,655,150.1718322222061,24.578586754970097,1.579169681207154E-5
5782,56272,14,150.2656521647255,19.235146744717994,9570,57805,880,150.26565216564939,19.235146742376884,8.99403049025049E-6
5784,56029,880,150.37773800718313,21.90286727055287,9616,58135,75,150.37773800579754,21.90286727125236,5.268828268674624E-6
5325,55980,34,150.50627079179958,14.7462371879612,9588,57782,78,150.50627078976285,14.746237182322973,2.150049618254182E-5
4566,55630,694,150.56464816124657,40.705603109435295,8301,57390,172,150.5646481727786,40.7056031104901,3.169979210184923E-5
6471,56309,690,150.61314982766856,28.130655055604688,11350,58455,471,150.6131498394065,28.1306550589128,3.912169801866493E-5
7085,56625,239,150.83321770766182,57.74998657963577,8190,57448,371,150.8333092545642,57.749902552965644,0.349902313854935
6471,56309,724,150.8385234077866,28.08411765777932,11349,58441,2,150.83852341863957,28.084117660819732,3.616645314927897E-5
6459,56273,230,151.12592113987205,22.96975264745894,9621,58130,203,151.1259211374669,22.96975264567415,1.0239011271474147E-5
4566,55630,206,151.34324482642396,39.41109565536985,8825,57451,726,151.34324482835228,39.411095653058055,9.901025567854199E-6
6468,56311,72,151.74612549412007,31.76839549300734,11381,58464,504,151.74612550632668,31.76839549503149,3.806429417848853E-5
5332,55981,606,151.86575799733686,17.565227322405768,9571,57808,371,151.8657579974954,17.565227322089015,1.263456841112317E-6
4561,55614,614,152.22952386409915,43.037330155137525,8287,57401,95,152.22952384868904,43.03733016211004,4.7688742942697104E-5
5882,56029,26,152.3812454484068,19.15253206981015,9571,57808,784,152.38124545095923,19.152532073670926,1.6386625962537204E-5
7084,56624,186,152.7378866362533,55.214526520580094,8187,57423,210,152.73790943750117,55.214444120364035,0.30031445359893133
4693,55632,938,152.9456708158566,44.853354014255075,8287,57401,956,152.94567082783794,44.85335401590944,3.115211924250866E-5
6687,56602,692,153.1700824471411,53.81570355533746,8181,57073,854,153.1700824661189,53.81570356309983,4.90695485293066E-5
5332,55981,68,153.42658614466524,16.840458212199856,9575,57786,718,153.42658614608962,16.84045820930367,1.1523642757102938E-5
5872,56027,480,153.55184806461466,20.923158054807242,9568,57815,805,153.55184806925297,20.92315805230793,1.8005985601212272E-5
4561,55614,123,153.66085115827934,41.37057575407972,8302,57389,156,153.66085116825252,41.370575755039205,2.7164258898354042E-5
6461,56329,944,153.89753537385974,32.9284093251242,10231,58171,142,153.89753537577803,32.92840932527179,5.820696640192823E-6
4568,55600,786,153.9461455780381,37.34617581921918,8856,57453,902,153.9461455748754,37.346175820118745,9.613411687506713E-6
4692,55644,414,154.17178798031983,43.75994886823864,8288,57419,320,154.17178796893367,43.7599488738237,3.578707356178286E-5
6462,56326,646,154.2992655149233,29.69374632102198,11382,58456,444,154.29926551129847,29.693746321923438,1.179115172226814E-5
4561,55614,20,155.14503539991506,42.75188977255053,8288,57419,125,155.14503540779936,42.75188977754483,2.7525453545277454E-5
6687,56602,926,155.22477995127213,53.88192028997721,8180,57345,372,155.22477995609523,53.88192029187119,1.2297939785003455E-5
4564,55570,436,155.27627955396375,35.42354711906755,10274,58170,574,155.2762795618922,35.42354711858022,2.3325029447925717E-5
6455,56370,732,155.29633384813073,31.71664184319792,11382,58456,703,155.29633385023888,31.71664184355026,6.57943420059352E-6
6668,56605,832,155.4285926651749,52.09678063304327,8174,57374,347,155.4285926524798,52.09678062905655,3.1531936199857E-5
4692,55644,168,155.514515225416,43.99355087992836,8357,58157,514,155.51451521360937,43.993550886061726,3.771668599490112E-5
4557,55588,342,155.54634267077455,41.927927532925146,8363,58140,692,155.5463426914517,41.927927535082986,5.592278091867104E-5
6658,56606,770,155.58379811208715,49.11459602461904,7382,56991,440,155.58379813263576,49.1145960280869,5.000376599531093E-5
6658,56606,767,155.68030960289025,49.22772921654075,7382,56991,580,155.68030960618123,49.22772921709202,7.987556816504939E-6
6450,56331,470,155.69167893778237,33.31354128300016,10273,58466,735,155.6916789510408,33.31354128454467,4.027287375447332E-5
4564,55570,276,155.9365515384484,35.51418880854091,10274,58170,650,155.93655154182886,35.51418880845652,9.910372924332702E-6
4558,55569,360,156.2498199182507,40.002136567985595,8824,58162,634,156.24981991841543,40.0021365677745,8.853941510054492E-7
6695,56628,596,156.34310991401833,53.69176209486862,8174,57374,787,156.3431099305052,53.69176210109648,4.168693414558634E-5
4557,55588,186,156.351104237058,41.977924708509676,8363,58140,848,156.35110425869087,41.977924710826734,5.8492817962388646E-5
6456,56339,568,156.3696663435178,29.88034617523311,10459,58159,319,156.36966635245676,29.880346177218815,2.88037063804997E-5
6451,56358,517,156.87814752867706,31.457986725141097,11382,58456,957,156.87814753198813,31.45798672568861,1.0357234840703442E-5
6450,56331,266,156.96995505133395,33.082001183445236,10273,58466,34,156.9699550703775,33.08200118570687,5.801714488622917E-5
6456,56339,720,157.1010845202324,30.126314361843967,10459,58159,855,157.10108454024024,30.126314366181212,6.422565822723636E-5
6656,56624,517,157.13061105812938,48.49279453219892,7382,56991,166,157.1306110577714,48.49279453152934,2.557325324213437E-6
6696,56398,58,157.5192201429973,54.3186149293533,8173,57375,560,157.5192201573143,54.318614940919566,5.135697408814623E-5
6456,56339,104,157.86224525777084,29.03483098936222,11352,58456,969,157.86224528909804,29.03483099724788,1.0260968912783694E-4
6694,56386,738,157.90284485973714,50.796802344122945,8167,57071,462,157.90284481611354,50.79680234256257,9.94226186489766E-5
7088,56657,687,158.09233155884988,57.615240434026596,8186,57452,926,158.0923801747459,57.6151931847465,0.19421702821211873
6425,56298,854,158.54339326833286,23.61603899812546,10456,58136,145,158.5433932611885,23.616039001281816,2.616214134985688E-5
4632,55644,326,158.5852428790407,41.912860209421495,8364,58138,651,158.58524287839163,41.912860210451484,4.09540770625713E-6
7088,56657,264,158.62617338097243,56.982879971354514,8186,57452,39,158.6261655423046,56.982830227394786,0.17973718008554163
4559,55597,76,158.813860077246,37.42382872050695,8853,57459,845,158.81386007069162,37.42382872121882,1.8913377266561168E-5
6656,56624,262,159.0886215978345,47.94166762619518,7387,57038,418,159.08862159539882,47.94166762638857,5.9150173644178735E-6
4691,55651,43,159.2791124900885,43.62472821790154,8357,58157,10,159.2791124975482,43.6247282224484,2.541320741167233E-5
7088,56657,144,159.87564634204023,56.899201493110155,8179,57429,670,159.87561735396247,56.899158033751355,0.16651040651799578
6448,56365,632,160.076099784498,32.29911025701048,10465,58144,953,160.07609978562562,32.29911025712691,3.456747494001307E-6
6703,56636,365,160.3548980389661,51.75196144662775,8167,57071,881,160.35489801312076,51.75196144556658,5.772654149781589E-5
7095,56625,524,160.36937652661618,59.37059179400818,8185,57431,628,160.36941417797448,59.37049973907424,0.3385165793143013
6452,56366,861,160.40476279469925,30.43023370686781,11384,58522,272,160.4047627988371,30.430233707726643,1.321113112956512E-5
