plate_dr12q,mjd_dr12q,fiberid_dr12q,ra_dr12q,dec_dr12q,ra_dr16q,dec_dr16q,plate_dr16q,mjd_dr16q,fiberid_dr16q,separation
3681,55243,486,117.84583476748278,46.969523907331514,117.84583476611856,46.969523907125335,8303,57805,332,3.4325703976519977E-6
4453,55535,583,118.25513880633623,29.55104469870695,118.25513880667066,29.55104469862829,10291,58101,49,1.0849012768223008E-6
4465,55858,522,118.5027587625222,25.14744233997533,118.50275876575901,25.14744234160175,11114,58437,423,1.2064159628227877E-5
3677,55205,758,118.5709292539161,50.71559735116564,118.57092924915688,50.71559735060018,8308,57417,806,1.103759214725977E-5
3753,55486,148,118.92918067894938,31.263215145347303,118.92918067980617,31.26321514517591,10291,58101,982,2.7077200690425577E-6
4471,55617,289,120.09936608567396,21.569140284533653,120.09936608840036,21.569140283040184,11119,58485,468,1.0593488050133514E-5
4482,55617,920,120.28160713906587,21.34805150487286,120.28160713759102,21.348051505663616,11119,58485,457,5.706030725864624E-6
3757,55508,654,121.54155328912401,34.905200561181275,121.54155328685304,34.90520056124484,9355,57814,731,6.7086155893450416E-6
3803,55513,918,122.7059073612171,41.5596869004131,122.70590736930754,41.559686900696875,8292,57373,114,2.1817588551684925E-5
4481,55630,883,122.77166546296823,21.860095398674517,122.77166545822497,21.860095395473074,11109,58523,684,1.9595547514237434E-5
3759,55236,464,123.11140382473016,34.552411938960454,123.11140382300704,34.55241193899735,9358,57749,489,5.1107646668939185E-6
4457,55858,330,123.46406273541282,26.9141475216691,123.46406273594488,26.91414752149968,11121,58438,925,1.8135343084885606E-6
3803,55513,990,123.4736977857598,40.776010274933924,123.47369779591584,40.77601027690038,8292,57373,59,2.8577788561667178E-5
4486,55588,664,123.53655448060078,20.68316732813765,123.53655448395914,20.683167329763492,11109,58523,174,1.2735526825961368E-5
3688,55273,810,123.54901698446321,49.92869565300122,123.54901699304544,49.9286956498538,7317,56992,998,2.28901866975513E-5
4447,55542,702,123.62295409981718,31.5089248978205,123.62295410711168,31.508924896444107,10662,58158,599,2.2930171043597802E-5
4468,55894,598,124.33465090347975,24.58865375247462,124.33465090863103,24.58865375032031,11118,58522,903,1.8560895734912396E-5
4447,55542,912,124.62856746446033,31.818569240626115,124.62856746303827,31.81856924088213,10662,58158,746,4.446656519147696E-6
4446,55589,430,124.79151531999625,31.719695798067512,124.79151531761107,31.719695797709036,10662,58158,792,7.417214534669099E-6
3759,55236,114,125.2414564015254,34.74879360697144,125.24145639569443,34.7487936068665,9358,57749,143,1.725192193149332E-5
3760,55268,700,125.37674528974274,37.61144533094949,125.37674528979585,37.61144533094115,8857,57449,646,1.5438966036810073E-7
4455,55539,524,125.57264629515684,28.54655590750782,125.57264628961002,28.54655590898112,10657,58157,737,1.832534152773193E-5
3761,55272,434,125.58680822687421,39.42743886520984,125.58680823417855,39.42743886537874,8827,57444,538,2.0320600246378604E-5
6381,56353,575,125.94008821135255,44.27558962768706,125.9400882116209,44.2755896262267,8279,57063,688,5.302622637413646E-6
4450,55540,94,126.13067359451068,28.905761384012102,126.13067359596205,28.905761383643508,10657,58157,849,4.762595942663288E-6
3762,55507,562,126.27029768700223,36.03567717839978,126.27029768351733,36.03567717787146,8857,57449,170,1.0321849293305162E-5
5151,56567,182,126.29907797841427,55.13478881312039,126.29907797416813,55.134788811947836,7375,56981,162,9.704466331068972E-6
4455,55539,302,126.59647240738514,27.29283172595341,126.59647240541815,27.292831726591107,10657,58157,86,6.698503891465973E-6
5159,55856,308,126.69040303082119,44.766530943408405,126.69040303150197,44.76653093966642,8279,57063,790,1.3583058195598224E-5
3807,55511,986,126.84637949936095,43.2141089543621,126.84637952132056,43.21410895566195,8279,57063,220,5.780466614361938E-5
3762,55507,304,126.86581559662322,35.4012470625152,126.86581559321988,35.4012470630334,10235,58127,670,1.015957363869165E-5
3696,55277,296,127.34935381252498,47.71427651292147,127.3493538304527,47.71427651074959,7318,56990,47,4.412247914200448E-5
4478,55600,882,127.69667380793206,22.26600108955075,127.69667381908167,22.26600109451788,9601,58083,322,4.1225685087275225E-5
3764,55514,429,127.97188523113306,39.78446692625428,127.97188523837056,39.7844669245174,8827,57444,888,2.0975832389931042E-5
5156,55925,377,128.05034042197818,53.37511632407956,128.0503404493847,53.37511632697957,7302,57012,623,5.977869222088644E-5
3763,55508,740,128.24454006041694,38.29012908797256,128.24454005236532,38.290129087765386,8858,57450,638,2.276276215122118E-5
5153,56577,432,128.4102986479303,56.11170075768833,128.41029865193744,56.11170075879009,7375,56981,31,8.96820009650101E-6
7374,56751,710,128.6146386431555,56.86141895399612,128.6147629147395,56.8613335676234,8169,57071,129,0.39281284090004104
3695,55212,948,128.70855452832825,52.616681561030695,128.7085545309606,52.6166815598828,7302,57012,772,7.083832353783198E-6
4683,55924,665,128.71283514301223,44.60554055662292,128.71283513784294,44.60554055934219,8280,57061,633,1.6473371155017205E-5
4484,55565,764,128.95788699108343,20.960905562282335,128.95788700150933,20.960905567381236,9566,58083,923,3.9565281949829144E-5
4484,55565,157,129.49516189986628,20.248711771262645,129.4951619027877,20.248711767395026,9566,58083,13,1.7065204235172892E-5
5157,55923,432,130.0217292350664,51.936554660757466,130.02172923803775,51.93655465911577,7302,57012,106,8.855674742712349E-6
3765,55508,318,130.51944900634982,38.35790249006974,130.51944899058464,38.357902490044864,8828,57445,209,4.450419769231005E-5
4454,55536,44,130.5594333758607,27.049710431145655,130.5594333843332,27.049710428499242,9611,58136,87,2.8786831527412036E-5
5180,55947,406,130.66321961374965,24.505770549856436,130.66321962189923,24.505770553395337,11115,58514,614,2.957982399296634E-5
4606,56223,636,130.71444843892726,42.342691014491244,130.71444844384462,42.34269101475952,8295,57401,679,1.311997857293788E-5
5185,55978,298,131.38593796862517,30.822340656051967,131.3859379692368,30.822340655940557,10665,58456,700,1.9329540298827654E-6
5183,55976,782,131.41654363892445,30.94498331804112,131.41654365396366,30.944983315368503,10433,58132,545,4.742111700291913E-5
5183,55976,856,131.48245063839926,29.786492253253336,131.4824506454417,29.786492251532863,10431,58137,404,2.2858340195475116E-5
4609,56251,332,131.70737104566183,35.780044371414796,131.70737104748747,35.780044372150215,10239,58142,556,5.953016264891293E-6
5183,55976,160,131.7492812275703,29.495017144271806,131.7492812385546,29.495017141739105,10660,58466,548,3.560582441162314E-5
5154,55864,648,131.7764651916935,55.51923872162582,131.77646519163847,55.519238721651405,7276,57061,750,1.4513679197282456E-7
5176,56221,242,131.8812825134195,17.728413564802125,131.8812825136402,17.72841356500123,9557,58138,487,1.0423678507172398E-6
5154,55864,274,132.18382542999854,54.42877967482162,132.1838254367109,54.42877967160284,7276,57061,300,1.8217238807543058E-5
5176,56221,122,132.26189845961323,18.10021270369942,132.26189846171167,18.100212701700876,9557,58138,458,1.0164853144198462E-5
5148,56220,140,132.39145459296145,57.96038741159499,132.3914546154769,57.96038741776251,8193,57333,93,4.8394364761877486E-5
4602,55644,620,132.5894717916888,35.33430884789557,132.58947179262967,35.334308848182445,10239,58142,650,2.9498504526052107E-6
5292,55926,578,132.61360013231473,17.126533784692857,132.61360013542463,17.12653378764724,9557,58098,363,1.5086216094678177E-5
5185,55978,19,132.78702532718916,30.674794687804592,132.78702532409136,30.674794688391916,10666,58440,472,9.821873759528402E-6
5182,56341,674,133.6494059842033,29.916203064011373,133.64940598781652,29.916203063148924,10666,58440,380,1.1694083545761773E-5
5181,56298,10,133.65844009482566,27.006605925455005,133.6584400982861,27.00660592676102,11122,58437,963,1.2053901069803344E-5
5175,55955,318,133.84314292221583,19.07625652151779,133.84314292745188,19.076256516836374,9557,58138,880,2.4523237653815344E-5
4684,56226,36,134.0556867314164,43.465597252751884,134.05568672781945,43.46559725018678,8281,57042,76,1.3175715347015445E-5
5773,56009,460,134.23850347917735,21.19545517264697,134.23850348107717,21.19545517567995,9564,57817,749,1.2644377863668877E-5
5773,56009,562,134.31682058293416,21.552897737693907,134.31682058489082,21.55289774061454,9592,58083,330,1.2388342139839943E-5
5182,56341,847,134.40492547808196,29.692359178632184,134.40492547865028,29.692359178492328,10437,58135,307,1.847271539143022E-6
4605,55971,478,134.41947307662545,39.794753502676514,134.41947307908262,39.794753502750424,8830,57447,504,6.801814390501503E-6
5773,56009,698,134.71837215675632,21.72101737715147,134.71837215871807,21.721017380038422,9592,58083,251,1.229062114716251E-5
4607,56248,994,134.77988140096727,40.05470593468341,134.77988141264,40.0547059350773,8830,57447,559,3.219604453752942E-5
5184,56352,804,134.83946020024814,31.876426360945512,134.83946019909268,31.87642636111683,10666,58440,868,3.585763458789835E-6
5182,56341,108,134.94867600893264,28.88391882192352,134.948676012553,28.88391882099514,10661,58171,688,1.1891295644542827E-5
5776,56010,782,135.90803145093912,24.809761657810117,135.90803145711823,24.809761660318507,9598,58085,811,2.2119002250446858E-5
5780,56274,910,136.2177548395546,28.00005055338034,136.21775483488733,28.000050552024145,11344,58438,486,1.5618167649761243E-5
5297,55913,78,136.67593396799788,17.160718044722703,136.67593396020985,17.16071803900525,9550,57787,648,3.378297314353709E-5
5736,55984,724,136.76998199845113,46.756989283055574,136.7699819802988,46.75698928061867,7314,56990,442,4.562127361902071E-5
5732,56326,282,136.815365972496,50.13243820404962,136.81536598458666,50.132438209306706,7305,56991,598,3.371411904494724E-5
5769,56246,810,136.83487081446634,19.852052030734708,136.83487081636832,19.85205202912665,9563,58070,172,8.659598980018128E-6
5811,56334,505,136.93106281468351,34.12494344935897,136.9310628094275,34.12494344940887,10241,58157,112,1.5664732011636915E-5
5729,56598,428,136.95664679396967,52.446040657362104,136.95664678577398,52.44604065665433,7289,57039,434,1.8162812331462266E-5
5723,56597,352,137.1459607180869,56.79863880379382,137.14596072227312,56.7986388010654,7278,57041,228,1.2828801159133619E-5
5811,56334,432,137.44998372436956,33.40969813963835,137.44998372514974,33.40969813961804,10240,58158,852,2.345663987109368E-6
5769,56246,974,137.60917906711157,19.612224018082053,137.60917906280199,19.6122240138653,9555,57814,675,2.1071844701434347E-5
5723,56597,284,137.6129878359834,55.9942006946926,137.61298784563553,55.994200688182396,8196,57346,491,3.044576406649436E-5
4645,55623,98,137.6246234601269,35.03323067656006,137.62462346411507,35.03323067671741,10241,58157,74,1.1769738102794125E-5
4687,56369,438,137.75666232158588,44.272000706311964,137.75666232286687,44.27200070674719,8282,57041,992,3.6549428239105227E-6
5775,56009,318,138.1273292299133,23.379583642365105,138.12732922856205,23.379583643694026,9591,58084,881,6.54407432546702E-6
4603,55999,914,138.1728540679261,43.04738525974978,138.1728540695933,43.04738525870733,8283,57064,416,5.772543592465835E-6
5730,56607,502,138.1994854920697,51.16778883809659,138.19948548963606,51.16778883740067,7296,57046,614,6.037872877569454E-6
5301,55987,866,138.30163646135162,18.32555621649932,138.3016364693492,18.325556211342946,9555,57814,182,3.303902194617622E-5
4603,55999,18,138.70592250042796,41.266251576082716,138.70592249828388,41.266251577343766,8298,57390,493,7.366809552123195E-6
4687,56369,274,138.74471046863417,44.1345032337076,138.74471047103904,44.13450323450615,8283,57064,730,6.846397239519947E-6
5808,56325,485,138.802226568586,30.837495145048727,138.8022265831225,30.83749514212319,11375,58426,798,4.615077626300884E-5
5768,56017,730,138.91569622519108,19.771910987690575,138.9156962201938,19.771910983751887,9555,57814,913,2.2083137376051383E-5
5811,56334,940,139.25445141607315,33.91091730433808,139.25445142510722,33.91091730410666,10243,58159,182,2.7003606310321874E-5
4639,55944,452,139.41652615828593,41.809351996525585,139.41652616111605,41.809351994779085,8298,57390,529,9.859088394291276E-6
5729,56598,62,139.43665030256795,52.43427037308785,139.4366502924197,52.434270370008505,7289,57039,146,2.4879770080663886E-5
5771,56011,708,139.7002645272783,22.888068553865743,139.70026453581175,22.88806854990601,9590,57813,691,3.1688922422848525E-5
5804,56304,154,139.86015002455713,29.797565455405056,139.86015001806095,29.797565456910718,10444,58143,116,2.100563151697357E-5
5810,56358,579,140.06665821555188,34.0920894110577,140.06665821120305,34.09208941114748,10243,58159,82,1.2969194787516995E-5
5804,56304,102,140.11837319059637,29.79923029722941,140.11837319041123,29.79923029727216,10440,58138,497,5.985539253968337E-7
5729,56598,983,140.16658282296,53.520044100626706,140.16658281431523,53.52004409988385,7285,56991,255,1.8695099114825366E-5
5730,56607,221,140.3823700689597,50.51087931083084,140.3823700680767,50.510879311565766,7296,57046,72,3.3295774135071893E-6
5810,56358,406,140.52392477393983,33.553555202795515,140.52392477540832,33.553555202751475,10242,58161,848,4.4085437837965256E-6
7445,56720,624,140.54555187987256,58.586931986061984,140.54563984052172,58.58685374202023,8195,57391,536,0.32646942393340334
5731,56363,588,140.95187638056757,50.13700997964971,140.95187638604307,50.13700998176478,7296,57046,56,1.475142844648087E-5
5725,56625,856,141.0282639340311,55.358749207082504,141.02826390931546,55.35874919835219,8196,57346,133,5.9547096856380756E-5
5808,56325,932,141.1243734677868,31.971792590329454,141.12437346659863,31.971792590183473,11376,58430,746,3.666375934558028E-6
4639,55944,846,141.26063557727664,43.220004876940784,141.26063557211137,43.22000488055851,8284,57419,382,1.8794725009331708E-5
5803,56272,346,141.5632483670231,29.065060882643046,141.56324837663112,29.065060885065062,11346,58429,579,3.146527216577392E-5
5803,56272,702,141.6439406324627,30.996112422648295,141.6439406247165,30.99611242416579,11376,58430,878,2.452052342078755E-5
5712,56602,38,141.70546744651992,59.605969114775846,141.70546745596067,59.605969111658595,8198,57374,944,2.053329154239606E-5
5774,56002,142,141.84845542156285,22.946651199763057,141.84845542552398,22.946651197142913,9589,57813,616,1.616821169882718E-5
4576,55592,282,142.12824270823367,34.99754110008719,142.12824270389348,34.99754110043496,10244,58225,274,1.2860446000797518E-5
5767,56245,140,142.206946273592,18.663109991725566,142.20694627208147,18.663109992674382,9553,57801,727,6.181437470059515E-6
4576,55592,292,142.23222635646175,35.352164267316525,142.23222635334747,35.35216426733902,10244,58225,771,9.144558861346314E-6
5805,56336,576,142.93988850696505,33.90827610604188,142.93988850128494,33.908276106148534,10227,58224,794,1.697512861953082E-5
4640,55927,164,142.9417532660031,39.263350071828505,142.94175326231482,39.26335006984686,8832,57445,198,1.2513055549863714E-5
5716,56684,360,143.20328411663212,59.346819957816614,143.2032841202332,59.34681995510149,8195,57391,716,1.1799406422526398E-5
4574,55621,720,143.51797955080295,39.27904008108282,143.5179795413688,39.279040080651484,8832,57445,71,2.633560576943978E-5
5312,56001,957,143.73663818943143,17.839813914991904,143.73663818942342,17.839813915015107,9553,57801,5,8.792778397557508E-8
4576,55592,37,143.76213333283587,36.252233750912644,143.76213332176133,36.25223375120188,8863,57724,334,3.216761844698466E-5
5796,56274,172,143.83030943771496,26.639770657197193,143.83030944068923,26.639770659512447,11704,58514,572,1.2691322630981622E-5
4638,55956,220,143.86106841522115,42.149467808407586,143.86106845923842,42.149467812774084,8299,57346,802,1.1853025132016531E-4
7448,56739,228,143.86300696813512,50.362414460495806,143.86307380705153,50.36233842416472,7291,56992,251,0.31383181496641294
4640,55927,996,143.9098482890754,40.936731107094175,143.90984829093617,40.93673110864122,8299,57346,246,7.5249953283292315E-6
5791,56255,622,144.22296801220455,26.983383408242496,144.22296800939506,26.983383407344274,11704,58514,681,9.575568086672713E-6
4574,55621,856,144.38973127707823,38.749417083225545,144.3897312862598,38.74941708348627,8863,57724,746,2.5795334925540457E-5
5786,56251,620,144.66795890204952,21.78713654175741,144.667958901326,21.787136541164003,9618,58084,305,3.227013025590807E-6
5710,56658,762,144.77325755333993,56.03625877332648,144.77325755208858,56.036258773752365,7283,57063,636,2.9469640328346683E-6
4638,55956,68,144.88977077929042,42.23814909658583,144.8897707821321,42.238149099414336,8299,57346,922,1.2690557091277193E-5
5317,56000,288,144.91651787885948,15.886168953210353,144.91651788355884,15.886168956370259,9583,57809,449,1.985369999781131E-5
5791,56255,820,145.04232411772122,25.658059133103517,145.04232411989915,25.658059135169403,9629,58133,493,1.0259610167275133E-5
5786,56251,262,145.38064590397047,20.80797823449767,145.3806458979534,20.807978237815565,9618,58084,122,2.3509057612731597E-5
7448,56739,970,145.38305025887874,51.75499290160826,145.383042993078,51.75487364858597,7291,56992,934,0.42961611498671104
5795,56298,720,145.51713335457637,28.430238726649286,145.51713335480375,28.430238726710684,11347,58440,900,7.529906633991052E-7
5791,56255,120,145.52419005716007,25.410500391735365,145.5241900580188,25.410500392600294,11704,58514,94,4.182409485309727E-6
5783,56017,562,145.5391845937862,19.740897366027394,145.5391845943958,19.74089736350096,9552,57814,912,9.32678040577896E-6
5710,56658,940,145.78246637401475,55.41431034286202,145.78246637904454,55.41431034110079,8192,57348,54,1.2076636490024914E-5
5806,56310,812,145.82382174971298,32.32694262522343,145.82382175133398,32.326942624958185,10228,58223,254,5.022788278845227E-6
5710,56658,908,145.85945927739672,56.53884298978276,145.8594592789923,56.538842989225365,8192,57348,969,3.749273809182303E-6
5795,56298,178,146.14817169011764,26.630478237369687,146.14817168717713,26.630478236415556,11703,58526,568,1.0066969191350288E-5
4572,55622,680,146.15716715921803,39.08221456869618,146.15716715412958,39.08221456807961,8833,57779,197,1.4391742826577159E-5
5783,56017,274,146.32012612466514,18.910346423071683,146.32012613321453,18.910346417801364,9552,57814,18,3.4752796133449546E-5
5806,56310,936,146.3289060419047,32.370675088365616,146.32890603681125,32.370675088838134,10228,58223,214,1.5580171174859643E-5
5715,56657,775,146.4422933414758,57.671863897226935,146.44229331523402,57.671863894270366,8194,57401,401,5.162870593605926E-5
5716,56684,980,146.47115388772724,59.85452928784365,146.47115389214918,59.85452928660977,8194,57401,665,9.145625054597756E-6
5798,56326,705,146.4963670478004,35.11487489505888,146.49636704787935,35.11487489504317,10229,58441,38,2.3928547071384845E-7
5798,56326,779,146.77232012118785,34.251706259528724,146.77232011984597,34.25170625950757,10230,58224,487,3.993734269411175E-6
5715,56657,185,146.78646265786213,57.004096358095566,146.7864626546606,57.004096357029965,8191,57390,696,7.356017538804598E-6
4572,55622,172,146.8140585473273,37.70534404365364,146.81405854294562,37.70534404333612,8852,57449,632,1.253215158523144E-5
5783,56017,156,147.06038593445265,19.07244331608026,147.06038594363076,19.072443310490627,9546,57864,641,3.714937550536766E-5
5790,56271,704,147.18970482718132,26.823469082272474,147.18970482613872,26.823469081448955,11703,58526,722,4.473043157884328E-6
4570,55623,480,147.600269126324,38.16872790337797,147.60026912405777,38.1687279031911,8823,57446,373,6.449232758591977E-6
5743,56011,688,147.94238737243992,55.70800996874567,147.9423873383255,55.70800996604423,8188,57348,673,6.987368903899397E-5
4570,55623,422,148.06730136319828,37.28584415424867,148.06730136092818,37.28584415478793,8852,57449,844,6.78575327900666E-6
4565,55591,594,148.77759978213564,43.20504042927814,148.77759978115267,43.205040428316885,8286,57062,144,4.316073689692588E-6
5737,56381,604,148.85365551522327,53.89043343448469,148.85365552444537,53.8904334287159,8188,57348,252,2.853253737442701E-5
5793,56337,316,149.29182972112687,33.78642402586753,149.29182972259613,33.78642402591872,10230,58224,99,4.399924495305606E-6
6459,56273,624,150.171832218075,24.578586757234778,150.1718322222061,24.578586754970097,9621,58130,655,1.579169681207154E-5
5782,56272,14,150.2656521647255,19.235146744717994,150.26565216564939,19.235146742376884,9570,57805,880,8.99403049025049E-6
5325,55980,34,150.50627079179958,14.7462371879612,150.50627078976285,14.746237182322973,9588,57782,78,2.150049618254182E-5
4566,55630,694,150.56464816124657,40.705603109435295,150.5646481727786,40.7056031104901,8301,57390,172,3.169979210184922E-5
6471,56309,690,150.61314982766856,28.130655055604688,150.6131498394065,28.1306550589128,11350,58455,471,3.912169801866493E-5
7085,56625,239,150.83321770766182,57.74998657963577,150.8333092545642,57.749902552965644,8190,57448,371,0.349902313854935
6471,56309,724,150.8385234077866,28.08411765777932,150.83852341863957,28.084117660819732,11349,58441,2,3.616645314927897E-5
6459,56273,230,151.12592113987205,22.96975264745894,151.1259211374669,22.96975264567415,9621,58130,203,1.0239011271474147E-5
4566,55630,206,151.34324482642396,39.41109565536985,151.34324482835228,39.411095653058055,8825,57451,726,9.901025567854199E-6
6468,56311,72,151.74612549412007,31.76839549300734,151.74612550632668,31.76839549503149,11381,58464,504,3.806429417848853E-5
5332,55981,606,151.86575799733686,17.565227322405768,151.8657579974954,17.565227322089015,9571,57808,371,1.263456841112317E-6
4561,55614,614,152.22952386409915,43.037330155137525,152.22952384868904,43.03733016211004,8287,57401,95,4.768874294269711E-5
5882,56029,26,152.3812454484068,19.15253206981015,152.38124545095923,19.152532073670926,9571,57808,784,1.6386625962537204E-5
7084,56624,186,152.7378866362533,55.214526520580094,152.73790943750117,55.214444120364035,8187,57423,210,0.30031445359893133
4693,55632,938,152.9456708158566,44.853354014255075,152.94567082783794,44.85335401590944,8287,57401,956,3.115211924250866E-5
6687,56602,692,153.1700824471411,53.81570355533746,153.1700824661189,53.81570356309983,8181,57073,854,4.90695485293066E-5
5332,55981,68,153.42658614466524,16.840458212199856,153.42658614608962,16.84045820930367,9575,57786,718,1.1523642757102938E-5
5872,56027,480,153.55184806461466,20.923158054807242,153.55184806925297,20.92315805230793,9568,57815,805,1.8005985601212272E-5
4561,55614,123,153.66085115827934,41.37057575407972,153.66085116825252,41.370575755039205,8302,57389,156,2.7164258898354042E-5
6461,56329,944,153.89753537385974,32.9284093251242,153.89753537577803,32.92840932527179,10231,58171,142,5.8206966401928225E-6
4568,55600,786,153.9461455780381,37.34617581921918,153.9461455748754,37.346175820118745,8856,57453,902,9.613411687506713E-6
4692,55644,414,154.17178798031983,43.75994886823864,154.17178796893367,43.7599488738237,8288,57419,320,3.578707356178286E-5
6462,56326,646,154.2992655149233,29.69374632102198,154.29926551129847,29.693746321923438,11382,58456,444,1.179115172226814E-5
6465,56279,686,154.43211955283698,25.629525253741704,154.4321195569183,25.629525251792824,9625,57834,540,1.4990320892110195E-5
4562,55570,857,154.55225632296163,41.09033367133547,154.5522563222954,41.09033367127801,8363,58140,427,1.819450002055669E-6
4561,55614,20,155.14503539991506,42.75188977255053,155.14503540779936,42.75188977754483,8288,57419,125,2.7525453545277454E-5
6687,56602,926,155.22477995127213,53.88192028997721,155.22477995609523,53.88192029187119,8180,57345,372,1.2297939785003455E-5
4564,55570,436,155.27627955396375,35.42354711906755,155.2762795618922,35.42354711858022,10274,58170,574,2.3325029447925717E-5
6455,56370,732,155.29633384813073,31.71664184319792,155.29633385023888,31.71664184355026,11382,58456,703,6.57943420059352E-6
6668,56605,832,155.4285926651749,52.09678063304327,155.4285926524798,52.09678062905655,8174,57374,347,3.1531936199857E-5
4692,55644,168,155.514515225416,43.99355087992836,155.51451521360937,43.993550886061726,8357,58157,514,3.771668599490112E-5
4557,55588,342,155.54634267077455,41.927927532925146,155.5463426914517,41.927927535082986,8363,58140,692,5.592278091867104E-5
6658,56606,770,155.58379811208715,49.11459602461904,155.58379813263576,49.1145960280869,7382,56991,440,5.000376599531093E-5
6658,56606,767,155.68030960289025,49.22772921654075,155.68030960618123,49.22772921709202,7382,56991,580,7.987556816504939E-6
6450,56331,470,155.69167893778237,33.31354128300016,155.6916789510408,33.31354128454467,10273,58466,735,4.027287375447332E-5
4564,55570,276,155.9365515384484,35.51418880854091,155.93655154182886,35.51418880845652,10274,58170,650,9.910372924332704E-6
4564,55570,244,156.09911400192772,35.03172206892045,156.0991140041989,35.03172206906473,10274,58170,311,6.71515657497369E-6
6694,56386,530,156.23537583553218,50.99831592616466,156.23537583429612,50.99831592581374,8174,57374,246,3.072227572193469E-6
6695,56628,596,156.34310991401833,53.69176209486862,156.3431099305052,53.69176210109648,8174,57374,787,4.168693414558633E-5
4557,55588,186,156.351104237058,41.977924708509676,156.35110425869087,41.977924710826734,8363,58140,848,5.8492817962388646E-5
6456,56339,568,156.3696663435178,29.88034617523311,156.36966635245676,29.880346177218815,10459,58159,319,2.8803706380499692E-5
6451,56358,517,156.87814752867706,31.457986725141097,156.87814753198813,31.45798672568861,11382,58456,957,1.0357234840703442E-5
6450,56331,266,156.96995505133395,33.082001183445236,156.9699550703775,33.08200118570687,10273,58466,34,5.801714488622917E-5
6456,56339,720,157.1010845202324,30.126314361843967,157.10108454024024,30.126314366181212,10459,58159,855,6.422565822723636E-5
6656,56624,517,157.13061105812938,48.49279453219892,157.1306110577714,48.49279453152934,7382,56991,166,2.557325324213437E-6
6696,56398,58,157.5192201429973,54.3186149293533,157.5192201573143,54.318614940919566,8173,57375,560,5.1356974088146225E-5
6694,56386,738,157.90284485973714,50.796802344122945,157.90284481611354,50.79680234256257,8167,57071,462,9.94226186489766E-5
7088,56657,687,158.09233155884988,57.615240434026596,158.0923801747459,57.6151931847465,8186,57452,926,0.19421702821211873
6425,56298,854,158.54339326833286,23.61603899812546,158.5433932611885,23.616039001281816,10456,58136,145,2.616214134985688E-5
4691,55651,218,158.56440696834244,43.68122023828172,158.56440697552642,43.681220242859915,8357,58157,72,2.492910590438727E-5
7088,56657,264,158.62617338097243,56.982879971354514,158.6261655423046,56.982830227394786,8186,57452,39,0.17973718008554163
6457,56330,770,158.68317924186888,27.44966676967907,158.6831792458343,27.449666768215682,11353,58467,322,1.372004952194316E-5
6656,56624,262,159.0886215978345,47.94166762619518,159.08862159539882,47.94166762638857,7387,57038,418,5.9150173644178735E-6
4691,55651,43,159.2791124900885,43.62472821790154,159.2791124975482,43.6247282224484,8357,58157,10,2.541320741167233E-5
7088,56657,144,159.87564634204023,56.899201493110155,159.87561735396247,56.899158033751355,8179,57429,670,0.16651040651799578
6448,56365,632,160.076099784498,32.29911025701048,160.07609978562562,32.29911025712691,10465,58144,953,3.456747494001307E-6
6703,56636,365,160.3548980389661,51.75196144662775,160.35489801312076,51.75196144556658,8167,57071,881,5.772654149781589E-5
7095,56625,524,160.36937652661618,59.37059179400818,160.36941417797448,59.37049973907424,8185,57431,628,0.3385165793143013
6452,56366,861,160.40476279469925,30.43023370686781,160.4047627988371,30.430233707726643,11384,58522,272,1.321113112956512E-5
6704,56388,230,160.4781051067739,54.30824182420555,160.47810510256363,54.30824182272002,8173,57375,880,1.0334339660260385E-5
4634,55626,331,160.51900373547085,37.75406985925568,160.51900374230024,37.754069858057896,8822,58167,124,1.991118497096461E-5
4628,55646,554,160.52508776394566,42.732009551212336,160.52508775730323,42.732009550493835,8358,57451,288,1.7754244225419995E-5
6453,56365,682,160.56290546841694,27.579230669474256,160.56290546440715,27.579230670668156,11354,58441,400,1.3497585210435415E-5
6703,56636,346,160.71673883653858,52.2709032247274,160.7167388501266,52.270903225348015,8167,57071,906,3.0016897843349098E-5
6452,56366,80,160.79066879196415,29.188577594617968,160.79066880285978,29.1885775972955,10471,58132,260,3.557427706892594E-5
4628,55646,468,160.87311757228963,41.2805570482344,160.8731175732434,41.280557046532515,8364,58138,5,6.647970547926935E-6
6452,56366,33,160.90395500321802,28.923918398049583,160.90395499749096,28.9239183995004,10471,58132,257,1.8786290192467688E-5
4633,55620,26,161.08378338904416,39.612200766339534,161.0837833859077,39.61220076786497,8822,58167,920,1.0286913976507104E-5
6701,56367,404,161.46604129159925,47.21265435641545,161.46604127960916,47.21265435736354,7390,57130,408,2.9518655524452053E-5
6445,56366,486,161.74025916793008,30.6494740321733,161.74025917644687,30.64947403386744,11384,58522,16,2.7073149216279154E-5
6449,56356,698,162.07653943076866,29.132913914782492,162.07653942500735,29.13291391620331,10471,58132,22,1.8825066559584437E-5
4628,55646,764,162.3421091018184,42.52339225226896,162.34210909014132,42.52339225109838,8365,57450,752,3.126699769805538E-5
6445,56366,608,162.35067103806907,31.512541535547715,162.3506710353064,31.512541535027445,10477,58136,399,8.683249659050586E-6
4628,55646,232,162.4753448888748,41.63610868435382,162.47534488874322,41.636108684621355,8365,57450,274,1.026126666825036E-6
6437,56340,628,162.7354674939293,27.56431125379692,162.73546749007386,27.564311254944666,11354,58441,52,1.297939216961412E-5
